eye_1_x_left,eye_1_x_right,eye_1_y_top,eye_1_y_bottom,eye_2_x_left,eye_2_x_right,eye_2_y_top,eye_2_y_bottom,face_left_width,face_right_width,face_top_width,face_bottom_width,label
0.237091984617499,0.30697725413812643,0.11331354124632502,0.23692857554620395,0.3271305509468132,0.23746020981086094,0.2901787052249277,0.04355922828986265,0.48103670074070654,0.5189632992592934,20.77937264425743,32.63675765594402,yes
0.23619655404443976,0.3096168710781889,0.044037514182716474,0.2920677323452109,0.3100745969847439,0.24626979953084777,0.15760213866875938,0.08172927064501105,0.4715402962906035,0.5284597037093965,33.00315392895587,49.68599569429494,yes
0.27721764059697884,0.28307898411712895,0.13430690482428728,0.20443683958611747,0.32968411828891747,0.22844936552369888,0.1750932304345574,0.10438830475993163,0.4625697823987388,0.5374302176012612,73.43698094186549,114.49834381450722,yes
0.2981172033041133,0.25662929871881324,0.237651936187577,0.18974762379094945,0.3288513563652654,0.23582277425732234,0.17799295912074875,0.13812976970132204,0.45652652494139173,0.5434734750586083,3133.418663946966,4837.425803161652,yes
0.2662535113224588,0.28950018267525685,0.18224660901356085,0.27235273397069343,0.3457300861034073,0.2273935813823677,0.2902490639752564,0.13719652378545255,0.4641334950046859,0.5358665049953141,317.49708081532316,493.6832940694459,yes
0.24113986667036513,0.31493809695523933,0.17771397879106202,0.30205070435031983,0.3199577555356358,0.24311771857861422,0.3573425440714622,0.11403687694785815,0.46174105610246013,0.5382589438975399,108.58023141859945,164.72190224025584,yes
0.26786192875569015,0.2857176745991328,0.1845695945236286,0.2677345714479887,0.31479817619203476,0.24161103641360077,0.29187680549674944,0.10374873380747442,0.4592803971076648,0.5407196028923352,62.669522207933525,96.11569888218419,yes
0.25839295886777536,0.2969203814364138,0.12957346218691881,0.24638758046106873,0.32675508720930235,0.2390779433139535,0.17715006154501,0.08413059739108898,0.46025602531448534,0.5397439746855147,60.74450330234481,93.199255890864,yes
0.26059788083081853,0.29865145629289874,0.12470959356833786,0.22938023978499442,0.34111837545364265,0.22790734668184678,0.1805148281198049,0.11511760750168118,0.4580782216196019,0.5419217783803981,90.3406566598743,138.7119220503401,yes
0.24779080752226323,0.3217805544709098,0.12438103086626247,0.2220335065274414,0.327463275771075,0.2440381196798854,0.15262763424209985,0.07908791045658789,0.45849172407095073,0.5415082759290493,82.46235333730478,125.01838949467741,yes
0.2526949417862748,0.31504857481884174,0.1376125748408579,0.21987910791560775,0.3062272286841458,0.25860740450826186,0.23386473885590617,0.10301101472623779,0.4687475309512808,0.5312524690487191,71.98616134612361,108.41295801226607,yes
